month_period,id,masterId,propertyId,roomId,numChild,price,commission,range_booking_arrival,num_of_nights,price_per_day,year,month,year_month,used_room_nights,leftover_rooms
2025-05,67424955.28205128,59083632.143746585,163277.0,359135.0,0.0512820512820512,3520525.564102564,699497.3076923077,59.92307692307692,3.230769230769231,1148543.1204721206,2025,5,2025_05,136.0,19.0
2025-06,67277347.64102565,59793044.17449681,163277.0,359135.0,0.282051282051282,3676670.282051282,754944.4615384615,95.0,3.102564102564102,1183231.1322344325,2025,6,2025_06,133.0,17.0
2025-07,66917511.04347826,60038881.31752428,163277.0,359135.0,0.4347826086956521,4244531.978260869,798889.304347826,134.45652173913044,3.0217391304347827,1454436.3329710143,2025,7,2025_07,152.0,3.0
2025-08,67958513.1590909,60362553.54558093,163277.0,359135.0,0.2727272727272727,3656726.227272727,722739.9090909091,141.3181818181818,2.636363636363636,1532621.8273809524,2025,8,2025_08,154.0,1.0
2025-09,71597520.80555555,58713325.322392136,163277.0,359135.0,0.1111111111111111,4108277.861111111,922259.5277777778,90.97222222222224,2.6666666666666665,1560413.4953703703,2025,9,2025_09,147.0,3.0
2025-10,73095228.95121951,59991875.653812245,163277.0,359135.0,0.1463414634146341,3682351.2682926822,824604.6341463415,86.85365853658537,3.317073170731707,1138045.7285133563,2025,10,2025_10,136.0,19.0
2025-11,75811253.33333333,59706865.0964542,163277.0,359135.0,0.1111111111111111,2441626.777777778,558648.8148148148,54.407407407407405,2.555555555555556,960019.0061728396,2025,11,2025_11,131.0,19.0
2025-12,76551369.0,62200813.564847626,163277.0,359135.0,0.2352941176470588,4672552.411764706,1074687.1176470588,76.6470588235294,3.941176470588236,1160018.1210084034,2025,12,2025_12,98.0,57.0
2026-01,80019354.55555555,59978207.177942544,163277.0,359135.0,0.3333333333333333,2941479.111111111,676540.2222222222,13.444444444444445,2.7777777777777777,1075231.4074074074,2026,1,2026_01,66.0,89.0
2026-02,79538033.1111111,60140002.06683143,163277.0,359135.0,0.4444444444444444,4696600.0,1080218.0,65.0,4.333333333333333,1097880.0,2026,2,2026_02,52.0,88.0
2026-03,80664075.28571428,64136999.71441811,163277.0,359135.0,0.2857142857142857,5852153.571428572,1345995.142857143,63.142857142857146,4.714285714285714,1243883.5714285714,2026,3,2026_03,36.0,119.0
2026-04,80376342.1111111,65501300.46679024,163277.0,359135.0,0.2222222222222222,6891832.666666667,1585121.5555555555,108.11111111111111,4.888888888888889,1429868.9523809524,2026,4,2026_04,47.0,103.0
2026-05,80326604.1111111,57630054.20018536,163277.0,359135.0,0.0,6288400.0,1446332.0,131.44444444444446,4.444444444444445,1415950.0,2026,5,2026_05,44.0,111.0
2026-06,80108385.5,62123822.06014829,163277.0,359135.0,0.2,7463954.4,1716709.6,168.9,5.4,1387502.057142857,2026,6,2026_06,54.0,96.0
2026-07,79082632.36,69428337.64808156,163277.0,359135.0,0.36,6218532.0,1430262.28,226.08,3.84,1620396.0,2026,7,2026_07,113.0,42.0
2026-08,79246390.0625,66429188.86886006,163277.0,359135.0,0.6875,5985317.5625,1376623.03125,251.78125,3.78125,1596118.2232142857,2026,8,2026_08,133.0,22.0
2026-09,80503176.125,64942068.01262744,163277.0,359135.0,0.25,7165196.625,1647995.375,251.75,4.9375,1491405.178125,2026,9,2026_09,69.0,81.0
2026-10,80509321.33333333,65522731.13345691,163277.0,359135.0,0.0,9996075.0,2299097.0,270.6666666666667,8.333333333333334,1199529.0,2026,10,2026_10,43.0,112.0
2026-11,80632860.0,57630054.20018536,163277.0,359135.0,0.0,8984925.0,2066533.0,303.0,9.0,998325.0,2026,11,2026_11,9.0,141.0
2022-07,32734622.5,57630054.20018536,163277.0,359136.0,0.0,2558334.5,260450.25,9.75,3.5,683334.5,2022,7,2022_07,12.0,112.0
2022-08,32874909.96,54609862.97616312,163277.0,359136.0,0.16,2664980.96,472406.56,26.32,2.92,887019.71,2022,8,2022_08,85.0,39.0
2022-09,33510258.48,56622448.35217795,163277.0,359136.0,0.04,2826102.04,508698.4,31.48,2.76,1099916.5266666666,2022,9,2022_09,79.0,41.0
2022-10,34700373.76190476,56542646.19065272,163277.0,359136.0,0.0,2633510.714285714,395026.5714285714,18.904761904761905,3.238095238095238,816901.7857142857,2022,10,2022_10,81.0,43.0
2022-11,35961248.72727273,55669877.45471396,163277.0,359136.0,0.0909090909090909,3705750.0,555862.5454545454,6.909090909090909,5.0,763609.0909090909,2022,11,2022_11,74.0,46.0
2022-12,35910446.2,53104934.56014829,163277.0,359136.0,0.4,5904450.0,912154.4,29.0,6.2,940455.0,2022,12,2022_12,71.0,53.0
2023-01,37300780.0,53980419.07287893,163277.0,359136.0,0.2727272727272727,3313783.636363636,589117.4545454546,16.545454545454547,4.545454545454546,765068.6103896104,2023,1,2023_01,62.0,62.0
2023-02,38208462.36363637,54136534.52742438,163277.0,359136.0,0.2727272727272727,2596269.8181818184,467328.6363636364,13.0,2.909090909090909,849064.8571428572,2023,2,2023_02,51.0,61.0
2023-03,38943360.75,52999815.46263902,163277.0,359136.0,0.125,3574617.75,640393.6875,23.0625,3.25,1070439.4583333333,2023,3,2023_03,69.0,55.0
2023-04,40250273.333333336,55121899.88587316,163277.0,359136.0,0.0476190476190476,3452000.476190476,621360.1428571428,15.428571428571429,3.333333333333333,1090342.4770975057,2023,4,2023_04,80.0,40.0
2023-05,40421196.833333336,56184740.43350325,163277.0,359136.0,0.0,3650841.1666666665,654464.9166666666,42.708333333333336,3.083333333333333,1180017.1111111112,2023,5,2023_05,82.0,42.0
2023-06,40625701.38095238,55885497.94302485,163277.0,359136.0,0.1428571428571428,4416188.19047619,794913.8095238095,66.0,3.571428571428572,1245430.715079365,2023,6,2023_06,84.0,36.0
2023-07,41410559.04166666,53295973.35847235,163277.0,359136.0,0.2916666666666667,3990113.7916666665,718220.4583333334,75.375,2.9166666666666665,1381178.7951388888,2023,7,2023_07,83.0,41.0
2023-08,41536911.94117648,53442616.62367115,163277.0,359136.0,0.2352941176470588,3533883.1764705884,636098.9705882353,104.5,2.676470588235294,1329644.4411764706,2023,8,2023_08,109.0,15.0
2023-09,43410601.333333336,54816288.80015446,163277.0,359136.0,0.0,3964965.7,713693.8333333334,83.36666666666666,3.033333333333333,1323527.28,2023,9,2023_09,112.0,8.0
2023-10,44732756.657142855,56223995.44016947,163277.0,359136.0,0.1142857142857142,3126885.9142857143,562839.4571428571,76.82857142857142,3.1714285714285717,1033614.2653968254,2023,10,2023_10,119.0,5.0
2023-11,45277282.44,55378864.368155695,163277.0,359136.0,0.12,2621917.92,471945.36,91.88,3.68,739081.6351428571,2023,11,2023_11,107.0,13.0
2023-12,47736192.81818182,56279760.94561463,163277.0,359136.0,0.2272727272727272,2908305.590909091,523495.0,53.40909090909091,3.636363636363636,852377.1082251082,2023,12,2023_12,92.0,32.0
2024-01,49236934.84210526,56671405.44227111,163277.0,359136.0,0.1578947368421052,3552513.5789473685,639452.3684210526,32.26315789473684,4.421052631578948,847427.2162280702,2024,1,2024_01,101.0,23.0
2024-02,50231638.52,57630054.20018536,163277.0,359136.0,0.12,2312868.0,416316.32,37.16,3.04,808368.5903809523,2024,2,2024_02,97.0,19.0
2024-03,50739568.333333336,56436862.17052827,163277.0,359136.0,0.2592592592592592,2700914.333333333,486164.5925925926,54.44444444444444,3.037037037037037,935481.0833333334,2024,3,2024_03,109.0,15.0
2024-04,51779044.21428572,56511687.843009405,163277.0,359136.0,0.1785714285714285,2838438.6071428573,510918.8928571429,56.0,3.25,917038.5392857144,2024,4,2024_04,111.0,9.0
2024-05,51937601.44444445,57032967.68350324,163277.0,359136.0,0.0,2396837.222222222,431430.6944444445,82.38888888888889,2.583333333333333,931164.3055555556,2024,5,2024_05,113.0,11.0
2024-06,52911027.88888889,56804397.28905365,163277.0,359136.0,0.1481481481481481,2477746.6666666665,445994.4074074074,88.11111111111111,2.7777777777777777,896823.3333333334,2024,6,2024_06,106.0,14.0
2024-07,52438560.43333333,55807649.013469264,163277.0,359136.0,0.5,4296993.0,773458.7666666667,128.73333333333332,3.066666666666667,1389263.0,2024,7,2024_07,119.0,5.0
2024-08,54084531.615384616,56599190.77450632,163277.0,359136.0,0.3333333333333333,3603701.5384615385,648666.2564102564,122.46153846153848,2.769230769230769,1330572.6923076925,2024,8,2024_08,123.0,1.0
2024-09,54941681.25925926,57630054.20018536,163277.0,359136.0,0.074074074074074,4709370.0,847686.5925925926,131.55555555555554,3.4444444444444446,1362743.3333333333,2024,9,2024_09,116.0,4.0
2024-10,56947212.78787879,57704048.6729014,163277.0,359136.0,0.0909090909090909,4055626.363636364,730012.7575757576,111.24242424242424,3.393939393939394,1208833.6363636365,2024,10,2024_10,117.0,7.0
2024-11,60005201.961538464,57711786.13862551,163277.0,359136.0,0.0,2827097.3076923075,508877.5,68.23076923076923,3.1153846153846154,904593.4615384616,2024,11,2024_11,116.0,4.0
2024-12,61145761.55,57630054.20018536,163277.0,359136.0,0.15,4656249.0,838124.85,68.25,4.3,1099466.181818182,2024,12,2024_12,108.0,16.0
2025-01,62020264.0,58346112.7876506,163277.0,359136.0,0.4375,4530996.3125,815579.3125,78.1875,4.9375,939860.5520833334,2025,1,2025_01,110.0,14.0
2025-02,63742845.2,58518416.24016064,163277.0,359136.0,0.2,4063057.8,731350.3333333334,63.4,3.933333333333333,1031354.5222222224,2025,2,2025_02,95.0,17.0
2025-03,65111772.625,58404138.97516992,163277.0,359136.0,0.3333333333333333,4247146.125,770136.0,55.75,3.875,1161857.2916666667,2025,3,2025_03,111.0,13.0
2025-04,64578192.307692304,58006042.53094033,163277.0,359136.0,0.2307692307692307,3548221.230769231,665515.2692307692,104.03846153846152,3.1153846153846154,1161302.5621794872,2025,4,2025_04,115.0,5.0
2025-05,67091118.75757576,57630054.20018536,163277.0,359136.0,0.1212121212121212,4516084.848484849,874109.1515151515,66.3030303030303,3.303030303030303,1383376.585040885,2025,5,2025_05,120.0,4.0
2025-06,67853427.74074075,58309213.74091237,163277.0,359136.0,0.2592592592592592,4762752.037037037,953629.1851851852,84.14814814814815,3.333333333333333,1451479.5812757204,2025,6,2025_06,111.0,9.0
2025-07,66572890.5,59854909.21346927,163277.0,359136.0,0.8,5184528.0,960274.4333333332,142.86666666666667,2.7,1867599.0,2025,7,2025_07,117.0,7.0
2025-08,68447068.58333333,58583084.76127587,163277.0,359136.0,0.3055555555555556,4669667.75,957705.9166666666,129.91666666666666,2.6944444444444446,1753596.125,2025,8,2025_08,123.0,1.0
2025-09,70038221.1,59078602.180166826,163277.0,359136.0,0.0666666666666666,5171934.0,1129190.2,123.8,3.0,1722195.1888888888,2025,9,2025_09,115.0,5.0
2025-10,71504102.8275862,58626835.15189672,163277.0,359136.0,0.2068965517241379,3778534.3103448274,836985.7931034482,121.89655172413794,2.7241379310344827,1416115.3920361248,2025,10,2025_10,116.0,8.0
2025-11,76335867.03703703,59872448.58534995,163277.0,359136.0,0.037037037037037,4107899.296296296,930090.5555555556,45.55555555555556,3.4444444444444446,1218846.7185185184,2025,11,2025_11,103.0,17.0
2025-12,77731718.1111111,59986424.2334981,163277.0,359136.0,0.2222222222222222,3856989.444444445,887107.6666666666,43.5,3.0,1333120.5,2025,12,2025_12,83.0,41.0
2026-01,79556996.3076923,60977977.70784915,163277.0,359136.0,0.2307692307692307,6476096.307692308,1489502.1538461538,30.153846153846157,4.615384615384615,1444652.878205128,2026,1,2026_01,90.0,34.0
2026-02,78801601.5,65521098.56261585,163277.0,359136.0,0.1875,3453933.6875,794404.875,80.25,3.0,1170022.1979166667,2026,2,2026_02,61.0,51.0
2026-03,79893033.76923077,66217798.04626791,163277.0,359136.0,0.4615384615384615,5034960.0,1158040.923076923,77.53846153846153,3.3076923076923075,1462532.8846153845,2026,3,2026_03,36.0,88.0
2026-04,79907775.125,63333814.71263902,163277.0,359136.0,0.25,6911493.75,1589643.5625,113.9375,4.0,1725806.25,2026,4,2026_04,72.0,48.0
2026-05,79878562.72222222,60134714.34460921,163277.0,359136.0,0.0,6787200.0,1561056.0,143.94444444444446,4.0,1706250.0,2026,5,2026_05,73.0,51.0
2026-06,79869458.9,60832071.62015756,163277.0,359136.0,0.25,7358310.0,1692411.3,174.4,4.25,1736370.0,2026,6,2026_06,84.0,36.0
2026-07,79243544.03333333,66909172.68010504,163277.0,359136.0,0.6,6671988.0,1534557.2333333334,220.53333333333333,3.566666666666667,1882773.0,2026,7,2026_07,106.0,18.0
2026-08,79387623.85185185,63118616.2964336,163277.0,359136.0,0.4814814814814814,6649050.0,1529281.4814814816,248.8148148148148,3.4814814814814814,1901540.0,2026,8,2026_08,98.0,26.0
2026-09,79552353.68421052,62133768.15804108,163277.0,359136.0,0.0526315789473684,8276213.421052632,1903529.0526315789,272.2631578947368,4.526315789473684,1867232.164035088,2026,9,2026_09,90.0,30.0
2026-10,79412093.0,63967154.64012976,163277.0,359136.0,0.0,5110973.6,1175524.1,304.7,3.5,1452760.34,2026,10,2026_10,39.0,85.0
2026-11,80170489.66666667,65131416.46679024,163277.0,359136.0,0.0,3207600.0,737747.6666666666,317.0,2.6666666666666665,1202850.0,2026,11,2026_11,8.0,112.0
2026-12,80126090.0,57630054.20018536,163277.0,359136.0,0.0,4811400.0,1106622.0,337.0,4.0,1202850.0,2026,12,2026_12,4.0,120.0
2022-07,32529866.0,57630054.20018536,163277.0,359142.0,0.0,1831250.0,288525.0,18.666666666666668,2.6666666666666665,698125.0,2022,7,2022_07,11.0,299.0
2022-08,33002557.13592233,50420690.10304399,163277.0,359142.0,0.0388349514563106,1771609.4660194174,311068.7378640777,20.388349514563107,2.533980582524272,694179.4902912622,2022,8,2022_08,287.0,23.0
2022-09,34083582.691176474,56239766.85017446,163277.0,359142.0,0.1176470588235294,1867755.6617647056,331647.1176470588,10.676470588235292,3.014705882352941,636928.3014705882,2022,9,2022_09,267.0,33.0
2022-10,34818619.0952381,55126781.003339365,163277.0,359142.0,0.1269841269841269,1888670.5555555555,279314.873015873,14.34920634920635,3.2063492063492065,636918.8681027967,2022,10,2022_10,267.0,43.0
2022-11,35750417.85,52165966.36680569,163277.0,359142.0,0.0833333333333333,1252512.0833333333,187876.8,11.05,3.183333333333333,417427.2361111111,2022,11,2022_11,243.0,57.0
2022-12,36206939.89189189,51796040.38932445,163277.0,359142.0,0.1351351351351351,2011801.891891892,342198.6216216216,23.83783783783784,4.027027027027027,521637.2972972973,2022,12,2022_12,223.0,87.0
2023-01,37115102.722222224,52931177.65569972,163277.0,359142.0,0.0555555555555555,2121475.0,374890.5,14.72222222222222,3.9444444444444446,594864.3939393939,2023,1,2023_01,99.0,211.0
2023-02,37355384.96,49541497.20011122,163277.0,359142.0,0.04,1936174.68,337585.4,45.36,3.04,862178.2266666667,2023,2,2023_02,117.0,163.0
2023-03,39575970.04166666,54564276.5834878,163277.0,359142.0,0.0416666666666666,2127600.5416666665,382968.125,4.208333333333333,3.25,650124.6527777778,2023,3,2023_03,130.0,180.0
2023-04,39612678.55555555,52425912.17235609,163277.0,359142.0,0.0833333333333333,2575725.722222222,456880.6111111111,37.55555555555556,3.388888888888889,778345.9449074074,2023,4,2023_04,219.0,81.0
2023-05,41221477.50819672,53819413.13784774,163277.0,359142.0,0.0,2820543.8032786883,507697.91803278687,20.59016393442623,3.377049180327869,844082.8959211553,2023,5,2023_05,258.0,52.0
2023-06,41788982.17857143,54686804.23586655,163277.0,359142.0,0.125,2927320.464285714,523831.9821428572,38.33928571428572,3.571428571428572,861481.0116071429,2023,6,2023_06,248.0,52.0
2023-07,41409331.84210526,51555673.41590654,163277.0,359142.0,0.4078947368421052,3013659.052631579,542458.6315789474,78.25,3.1578947368421053,975496.7284356724,2023,7,2023_07,287.0,23.0
2023-08,42263609.49,54326777.32014829,163277.0,359142.0,0.29,2894355.36,520983.99,85.34,2.7,1081407.3306666666,2023,8,2023_08,303.0,7.0
2023-09,44138617.03896104,55409924.84691212,163277.0,359142.0,0.0389610389610389,3373250.363636364,607185.064935065,64.7012987012987,3.3506493506493507,1027468.8064316636,2023,9,2023_09,292.0,8.0
2023-10,45777995.5890411,54223650.74807978,163277.0,359142.0,0.2328767123287671,2648456.657534247,474996.2191780822,48.95890410958904,3.136986301369863,867433.4642313547,2023,10,2023_10,292.0,18.0
2023-11,47044836.5,55250251.1162815,163277.0,359142.0,0.064516129032258,2105576.629032258,379003.7903225807,39.96774193548387,3.403225806451613,660321.6670698925,2023,11,2023_11,263.0,37.0
2023-12,47632209.95,55080375.05514365,163277.0,359142.0,0.15,2781095.875,500597.3,54.625,3.9,745320.1786904761,2023,12,2023_12,236.0,74.0
2024-01,49637011.7,55746239.05347545,163277.0,359142.0,0.2,3688396.866666666,663911.4666666667,20.166666666666668,4.8,809038.0987301586,2024,1,2024_01,207.0,103.0
2024-02,50729634.94594595,54791447.227137245,163277.0,359142.0,0.2972972972972973,3199400.756756757,575892.1351351351,21.10810810810811,3.5945945945945947,1133066.8664736163,2024,2,2024_02,204.0,86.0
2024-03,51880333.23076923,56175651.71295835,163277.0,359142.0,0.2564102564102564,3432367.641025641,617826.1282051282,22.487179487179485,3.8205128205128207,910051.344932845,2024,3,2024_03,247.0,63.0
2024-04,52531608.20689655,56024586.90013103,163277.0,359142.0,0.1724137931034483,3404385.896551724,612789.5,37.62068965517241,3.948275862068965,893865.5368163446,2024,4,2024_04,275.0,25.0
2024-05,53141706.1,57296246.92588376,163277.0,359142.0,0.2714285714285714,3099522.9857142856,557914.1285714286,50.24285714285714,3.414285714285714,939212.934047619,2024,5,2024_05,275.0,35.0
2024-06,52896524.18571428,56242007.48300014,163277.0,359142.0,0.2142857142857142,2924431.5,526397.6714285715,88.57142857142857,3.414285714285714,879965.6527056277,2024,6,2024_06,291.0,9.0
2024-07,53482621.38235294,56049217.33542769,163277.0,359142.0,0.3529411764705882,4401885.705882353,792339.4411764706,104.8529411764706,3.514705882352941,1291666.8529411764,2024,7,2024_07,310.0,0.0
2024-08,53412636.118421055,55611864.56591142,163277.0,359142.0,0.4473684210526316,4019272.578947369,723469.0394736842,138.6315789473684,3.276315789473684,1278525.4342105263,2024,8,2024_08,312.0,-2.0
2024-09,57361643.43589743,57431351.29247166,163277.0,359142.0,0.0769230769230769,3907402.0897435895,703332.3974358974,71.76923076923077,2.9615384615384617,1331373.841025641,2024,9,2024_09,280.0,20.0
2024-10,57887231.571428575,57207400.708077736,163277.0,359142.0,0.238095238095238,4144958.6825396814,746092.5714285715,89.33333333333333,3.920634920634921,1085728.8412698412,2024,10,2024_10,321.0,-11.0
2024-11,61627373.38095238,58232667.676346414,163277.0,359142.0,0.0793650793650793,2528416.1428571427,455114.9206349207,28.015873015873016,3.2222222222222223,804287.8887755102,2024,11,2024_11,280.0,20.0
2024-12,62008809.35849056,58605120.46428385,163277.0,359142.0,0.2075471698113207,3323206.867924528,598177.2452830189,48.81132075471698,3.452830188679245,1005706.0461590296,2024,12,2024_12,238.0,72.0
2025-01,64756158.0,59030374.49348162,163277.0,359142.0,0.2666666666666666,2583642.933333333,465055.7333333333,4.933333333333334,4.733333333333333,841614.7293650793,2025,1,2025_01,113.0,197.0
2025-02,65843843.5,59659965.6858533,163277.0,359142.0,0.25,3218256.214285714,579286.2142857143,10.714285714285714,3.4642857142857144,943391.7091836736,2025,2,2025_02,171.0,109.0
2025-03,66348755.1875,58603402.36266219,163277.0,359142.0,0.375,4618764.3125,840793.8125,22.25,4.875,980946.9821428572,2025,3,2025_03,135.0,175.0
2025-04,66923261.777777776,59425000.65094076,163277.0,359142.0,0.2539682539682539,3580219.206349206,705970.5873015873,41.98412698412698,2.984126984126984,1213206.6706349207,2025,4,2025_04,256.0,44.0
2025-05,67676021.72131148,59854911.367355935,163277.0,359142.0,0.2131147540983606,3185421.4918032787,656622.4262295082,52.540983606557376,2.672131147540984,1222580.3975409835,2025,5,2025_05,260.0,50.0
2025-06,68081004.60294117,59517096.32073543,163277.0,359142.0,0.1911764705882352,4126818.176470589,857696.0588235294,73.97058823529412,3.3529411764705883,1257684.7364495797,2025,6,2025_06,263.0,37.0
2025-07,66593944.52857143,60327637.20583874,163277.0,359142.0,0.5285714285714286,5469267.857142857,1037131.2285714286,141.07142857142858,3.642857142857143,1539436.8823809524,2025,7,2025_07,305.0,5.0
2025-08,67895681.1097561,59581524.72697167,163277.0,359142.0,0.3536585365853658,4651332.951219512,909912.1219512196,143.02439024390245,3.073170731707317,1538560.6544715448,2025,8,2025_08,302.0,8.0
2025-09,70767317.55882353,59071422.22075179,163277.0,359142.0,0.0588235294117647,5294127.970588235,1202810.2205882352,106.3529411764706,3.514705882352941,1496726.768382353,2025,9,2025_09,283.0,17.0
2025-10,73444290.25,60661413.66191463,163277.0,359142.0,0.1470588235294117,3847050.2647058815,878961.1764705882,80.32352941176471,3.323529411764706,1245102.7794117648,2025,10,2025_10,294.0,16.0
2025-11,76414231.07407407,59896881.65942402,163277.0,359142.0,0.2962962962962963,3481936.4814814813,793577.8888888889,45.11111111111112,3.2962962962962963,1306463.1933862434,2025,11,2025_11,226.0,74.0
2025-12,77898736.79166667,60153725.55016219,163277.0,359142.0,0.25,6298533.125,1412895.75,47.0,4.708333333333333,1344097.116468254,2025,12,2025_12,141.0,169.0
2026-01,79426851.0,63181381.31680568,163277.0,359142.0,0.25,5062037.916666667,1164268.75,28.33333333333333,4.666666666666667,1015184.1375,2026,1,2026_01,117.0,193.0
2026-02,79251081.875,65582284.75011585,163277.0,359142.0,0.25,4221618.75,970972.375,70.125,3.875,1082193.75,2026,2,2026_02,43.0,237.0
2026-03,81068833.0,57630054.20018536,163277.0,359142.0,0.0,3316950.0,762898.0,44.0,3.0,1105650.0,2026,3,2026_03,6.0,304.0
2026-04,80264121.33333333,62562535.60014418,163277.0,359142.0,0.3333333333333333,5548140.0,1276072.2222222222,106.11111111111111,3.7777777777777777,1456920.0,2026,4,2026_04,58.0,242.0
2026-05,80312457.91666667,70775459.66674389,163277.0,359142.0,0.6666666666666666,7896825.0,1816269.8333333333,123.66666666666669,5.0,1561275.0,2026,5,2026_05,68.0,242.0
2026-06,80361521.375,60604370.30016219,163277.0,359142.0,0.0,6663799.25,1532673.875,164.75,4.5,1487656.1428571427,2026,6,2026_06,37.0,263.0
2026-07,79260890.56060606,68757283.38493836,163277.0,359142.0,0.6515151515151515,5309388.409090909,1221159.393939394,222.96969696969697,3.303030303030303,1615358.8636363635,2026,7,2026_07,227.0,83.0
2026-08,79484544.31481482,65708253.51493152,163277.0,359142.0,0.6111111111111112,6013550.0,1383116.5555555555,243.6296296296296,3.703703703703704,1627925.0,2026,8,2026_08,255.0,55.0
2026-09,80235480.5,63325539.23347235,163277.0,359142.0,0.3333333333333333,6396468.75,1471187.75,255.16666666666663,4.0,1602483.75,2026,9,2026_09,89.0,211.0
2026-10,80455412.25,57630054.20018536,163277.0,359142.0,0.5,4557770.0,1048287.25,277.25,3.5,1311668.75,2026,10,2026_10,32.0,278.0
2026-12,80502593.5,69066323.60009268,163277.0,359142.0,1.5,9672742.0,2224731.0,353.0,7.0,1381820.2857142857,2026,12,2026_12,10.0,300.0
2022-09,34191176.0,57630054.20018536,169082.0,370147.0,0.0,208636.0,36094.0,0.3333333333333333,1.0,208636.0,2022,9,2022_09,3.0,27.0
2022-10,35030202.0,57630054.20018536,169082.0,370147.0,0.0,231818.0,40105.0,0.0,1.0,231818.0,2022,10,2022_10,1.0,30.0
2022-12,36719028.0,57630054.20018536,169082.0,370147.0,0.0,231818.0,40105.0,4.5,1.0,231818.0,2022,12,2022_12,2.0,29.0
2023-01,37806333.5,52683795.65013902,169082.0,370147.0,0.0,170454.25,29488.25,0.5,1.0,170454.25,2023,1,2023_01,4.0,27.0
2023-02,38775800.5,38775798.0,169082.0,370147.0,0.0,163636.0,24545.0,0.0,1.0,163636.0,2023,2,2023_02,2.0,26.0
2023-03,39739283.4,46882134.68007414,169082.0,370147.0,0.0,179999.8,29508.8,0.8,1.0,179999.8,2023,3,2023_03,5.0,26.0
2023-04,40653598.6,54153354.36014829,169082.0,370147.0,0.0,169090.6,29252.4,0.2,1.0,169090.6,2023,4,2023_04,5.0,25.0
2023-05,41912521.66666666,57630054.20018536,169082.0,370147.0,0.0,181818.0,31454.33333333333,0.6666666666666666,1.0,181818.0,2023,5,2023_05,6.0,25.0
2023-06,42971866.0,57630054.20018536,169082.0,370147.0,0.0,164318.25,29316.25,3.5,1.0,164318.25,2023,6,2023_06,4.0,26.0
2023-07,43960769.0,53069101.13345691,169082.0,370147.0,0.0,261818.3333333333,46988.333333333336,0.0,1.0,261818.3333333333,2023,7,2023_07,3.0,28.0
2023-09,46087926.0,57630054.20018536,169082.0,370147.0,0.0,245455.0,42463.0,0.0,1.0,245455.0,2023,9,2023_09,2.0,28.0
2023-10,47536943.333333336,57630054.20018536,169082.0,370147.0,0.0,237273.0,41047.66666666666,0.3333333333333333,1.0,237273.0,2023,10,2023_10,4.0,27.0
2024-02,51493250.0,57630054.20018536,169082.0,370147.0,0.0,245455.0,39395.0,0.0,1.0,245455.0,2024,2,2024_02,2.0,27.0
2024-03,52604254.0,56805001.00015447,169082.0,370147.0,0.0,192727.5,30179.83333333333,0.0,1.0,192727.5,2024,3,2024_03,7.0,24.0
2024-04,53835616.5,57630054.20018536,169082.0,370147.0,0.0,218182.0,35018.0,1.0,1.0,218182.0,2024,4,2024_04,2.0,28.0
2024-05,54915854.0,57630054.20018536,169082.0,370147.0,0.0,245455.0,39395.0,0.0,1.0,245455.0,2024,5,2024_05,4.0,27.0
2024-06,56300612.333333336,57630054.20018536,169082.0,370147.0,0.0,211818.3333333333,33996.666666666664,0.0,1.0,211818.3333333333,2024,6,2024_06,5.0,25.0
2024-07,57769284.0,57630054.200185366,169082.0,370147.0,0.0,242975.36363636365,41265.81818181818,2.636363636363636,1.0909090909090908,225124.13636363635,2024,7,2024_07,17.0,14.0
2024-08,59148183.0,57630054.20018536,169082.0,370147.0,0.0,239034.6,38365.0,0.2,1.0,239034.6,2024,8,2024_08,10.0,21.0
2024-09,60288067.0,57630054.20018536,169082.0,370147.0,0.0,245909.3333333333,39468.16666666666,0.6666666666666666,1.0,245909.3333333333,2024,9,2024_09,15.0,15.0
2024-10,61430694.8,58434620.96014829,169082.0,370147.0,0.0,245455.0,38266.0,0.4,1.0,245455.0,2024,10,2024_10,12.0,19.0
2024-11,62443916.8,57630054.20018536,169082.0,370147.0,0.0,300545.8,48237.2,0.0,1.2,246000.3,2024,11,2024_11,8.0,22.0
2024-12,63541436.0,57630054.20018536,169082.0,370147.0,0.0,490909.0,78791.0,1.0,2.0,245454.5,2024,12,2024_12,6.0,25.0
2025-01,65028966.5,57630054.20018536,169082.0,370147.0,0.0,220909.0,35456.0,1.0,1.0,220909.0,2025,1,2025_01,4.0,27.0
2025-02,66182657.5,61724020.10009268,169082.0,370147.0,0.0,199971.0,29555.0,0.0,1.0,199971.0,2025,2,2025_02,4.0,24.0
2025-03,67255909.4,57630054.20018536,169082.0,370147.0,0.0,201323.2,33640.4,0.0,1.0,201323.2,2025,3,2025_03,5.0,26.0
2025-04,68929107.14285715,59248483.60015888,169082.0,370147.0,0.1428571428571428,257864.0,40562.857142857145,0.5714285714285714,1.0,257864.0,2025,4,2025_04,8.0,22.0
2025-05,69470340.5,57630054.20018536,169082.0,370147.0,0.0,250909.0,40271.0,0.0,1.0,250909.0,2025,5,2025_05,17.0,14.0
2025-06,71395787.7,57630054.20018536,169082.0,370147.0,0.0,328690.8,52755.0,2.2,1.3,253418.1,2025,6,2025_06,14.0,16.0
2025-07,72805944.55,59187857.230166815,169082.0,370147.0,0.0,298649.55,48818.85,3.65,1.05,285130.225,2025,7,2025_07,21.0,10.0
