id,propertyId,name,roomType,qty,minPrice,minStay,maxStay,restrictionStrategy,maxPeople,maxAdult,maxChildren,taxPercentage,taxPerson,rackRate,cleaningFee,securityDeposit,sellPriority,roomSize,highlightColor,includeInReports,overbookingProtection,blockAfterCheckOutDays,controlPriority,dependencies,templates,unitAllocation,unallocatedUnit,units,featureCodes
359135,163277,Deluxe Garden View,double,5,0,,365,stayThrough,2,,,0,0,0,0,0,5.0,,ffffff,True,property,0,5,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': ''},"[{'id': 1, 'name': '01', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 2, 'name': '02', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 3, 'name': '03', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 4, 'name': '04', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 5, 'name': '05', 'statusText': '', 'statusColor': None, 'notes': ''}]",[]
359136,163277,Bungalow Sea View,double,4,0,,365,stayThrough,2,,,0,0,0,0,0,5.0,,ffffff,True,property,0,6,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': ''},"[{'id': 1, 'name': '01', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 2, 'name': '02', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 3, 'name': '03', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 4, 'name': '04', 'statusText': '', 'statusColor': None, 'notes': ''}]","[['HANGERS'], ['SHAMPOO'], ['HAIR_DRYER'], ['AIR_CONDITIONING'], ['TOILETRIES'], ['TOWELS'], ['SAFE'], ['DESK'], ['TV'], ['WIFI'], ['BEACH_FRONT']]"
359142,163277,Deluxe Pool View,double,10,0,,365,stayThrough,2,,,0,0,0,0,0,5.0,,ffffff,True,property,0,4,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': ''},"[{'id': 1, 'name': '06', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 2, 'name': '07', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 3, 'name': '08', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 4, 'name': '09', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 5, 'name': '10', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 6, 'name': '11', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 7, 'name': '12', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 8, 'name': '13', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 9, 'name': '14', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 10, 'name': '15', 'statusText': '', 'statusColor': None, 'notes': ''}]",[]
370147,169082,Double Room No 1,double,1,0,,365,stayThrough,2,,,0,0,250000,0,0,5.0,,ffffff,True,property,0,5,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': ''},"[{'id': 1, 'name': '01', 'statusText': '', 'statusColor': None, 'notes': ''}]","[['GARAGE'], ['LINENS'], ['SITTING_AREA'], ['PARKING_POSSIBLE'], ['DECK_PATIO_UNCOVERED'], ['SHAMPOO'], ['AIR_CONDITIONING'], ['TOILETRIES'], ['TOWELS'], ['GARDEN'], ['DESK'], ['LAPTOP_FRIENDLY'], ['BREAKFAST_POSSIBLE'], ['MOUNTAIN'], ['AIRPORT_SHUTTLE'], ['CLEANING_POSSIBLE'], ['BAGGAGE_STORAGE'], ['CAR_AVAILABLE'], ['RECEPTION_24_HOUR'], ['BEDROOM', 'BED_DOUBLE']]"
370148,169082,Double Room 2 & 4,double,2,0,,365,stayThrough,2,,,0,0,300000,0,0,5.0,,ffffff,True,property,0,5,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': ''},"[{'id': 1, 'name': '02', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 2, 'name': '04', 'statusText': '', 'statusColor': None, 'notes': ''}]",[]
370149,169082,Twin Room No 3,twin,1,0,,365,stayThrough,2,,,0,0,250000,0,0,5.0,,ffffff,True,property,0,5,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': ''},"[{'id': 1, 'name': '03', 'statusText': '', 'statusColor': None, 'notes': ''}]",[]
370150,169082,"Hot Water, Quadruple Room 5-6",quadruple,2,0,,365,stayThrough,4,4.0,,0,0,300000,0,0,5.0,,ffffff,True,property,0,5,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': ''},"[{'id': 1, 'name': '05', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 2, 'name': '06', 'statusText': '', 'statusColor': None, 'notes': ''}]","[['PARKING_INCLUDED'], ['LINENS'], ['TOILETRIES'], ['TOWELS'], ['CEILING_FAN'], ['BREAKFAST_POSSIBLE'], ['BREAKFAST_INCLUDED'], ['BREAKFAST_IN_ROOM'], ['LUNCH_POSSIBLE'], ['DINNER_POSSIBLE'], ['WIFI'], ['KITCHEN'], ['AIRPORT_SHUTTLE'], ['BAGGAGE_STORAGE'], ['RECEPTION'], ['RECEPTION_24_HOUR'], ['CLEANING_INCLUDED'], ['BEDROOM', 'BED_DOUBLE'], ['BEDROOM', 'BED_SINGLE'], ['BATHROOM', 'BATH_SHOWER', 'BATH_TOILET']]"
500275,169082,2 Twin & 1 Double No Hot water,family,1,0,,365,stayThrough,4,4.0,,0,0,0,0,0,5.0,,ffffff,True,room,0,5,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': ''},"[{'id': 1, 'name': '07', 'statusText': '', 'statusColor': None, 'notes': ''}]","[['BEDROOM', 'BED_DOUBLE']]"
381255,174792,Villa,double,4,0,,365,stayThrough,2,,,0,0,0,0,0,5.0,56.0,ffffff,True,property,0,5,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': ''},"[{'id': 1, 'name': '', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 2, 'name': '', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 3, 'name': '', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 4, 'name': '', 'statusText': '', 'statusColor': None, 'notes': ''}]","[['FREE', 'TOILETRIES_SHOWER_KITCHEN'], ['SAFETY', 'DEPOSIT', 'BOX_STREAMING', 'SERVICE', '(LIKE', 'NETFLIX)'], ['TOILET_SOFA_SOCKET', 'NEAR', 'THE', 'BED'], [""DESK_CHILDREN'S"", 'HIGH', 'CHAIR_SEATING', 'AREA'], ['PRIVATE', 'ENTRANCE_TV'], ['REFRIGERATOR_SATELLITE', 'CHANNELS'], ['HAIRDRYER_KITCHENETTE_FAN'], ['ELECTRIC', 'KETTLE_DINING', 'TABLE'], ['PRIVATE', 'APARTMENT', 'IN', 'BUILDING'], ['CLOTHES', 'RACK_TOILET', 'PAPER.']]"
388810,179195,Bungalow Garden View,bungalow,8,0,,365,stayThrough,2,,,0,0,700000,0,0,5.0,,ffffff,True,property,0,5,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': ''},"[{'id': 1, 'name': '04', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 2, 'name': '05', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 3, 'name': '06', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 4, 'name': '07', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 5, 'name': '08', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 6, 'name': '09', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 7, 'name': '10', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 8, 'name': '11', 'statusText': '', 'statusColor': None, 'notes': ''}]","[['DESK'], ['LUXORY_LINEN'], ['TABLES_AND_CHAIRS'], ['SEPARATE_TOILET_AREA'], ['PRIVATE_BATHROOM'], ['REFRIGERATOR'], ['MINIBAR'], ['TV_HD_32_PLUS'], ['CLOSETS_IN_ROOM'], ['TV'], ['BEDROOM', 'BED_DOUBLE'], ['BATHROOM', 'BATH_SHOWER', 'BATH_TOILET']]"
388811,179195,Bungalow Sea View,bungalow,2,0,,365,stayThrough,2,,,0,0,900000,0,0,6.0,,ffffff,True,property,0,8,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': ''},"[{'id': 1, 'name': '01', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 2, 'name': '02', 'statusText': '', 'statusColor': None, 'notes': ''}]","[['LUXORY_LINEN'], ['TABLES_AND_CHAIRS'], ['DESK'], ['REFRIGERATOR'], ['PRIVATE_BATHROOM'], ['SEPARATE_TOILET_AREA'], ['CLOSETS_IN_ROOM'], ['TV_HD_32_PLUS'], ['OCEAN_VIEW'], ['COFFEE_MAKER'], ['TV'], ['BEDROOM', 'BED_DOUBLE'], ['BATHROOM', 'BATH_SHOWER', 'BATH_TOILET'], ['LINENS'], ['SHAMPOO'], ['DECK_PATIO_UNCOVERED'], ['TOILETRIES'], ['TOWELS'], ['SAFE']]"
388812,179195,Deluxe Double Room,double,6,0,,365,stayThrough,2,,,0,0,800000,0,0,4.0,,ffffff,True,property,0,2,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': ''},"[{'id': 1, 'name': '14', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 2, 'name': '15', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 3, 'name': '16', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 4, 'name': '17', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 5, 'name': '18', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 6, 'name': '19', 'statusText': '', 'statusColor': None, 'notes': ''}]","[['SEPARATE_TOILET_AREA'], ['PRIVATE_BATHROOM'], ['REFRIGERATOR'], ['LUXORY_LINEN'], ['TABLES_AND_CHAIRS'], ['DESK'], ['COFFEE_MAKER'], ['TV'], ['TV_HD_32_PLUS'], ['CLOSETS_IN_ROOM'], ['CABLE'], ['MINIBAR'], ['BEDROOM', 'BED_DOUBLE'], ['BATHROOM', 'BATH_SHOWER', 'BATH_TOILET']]"
388813,179195,Double Garden View,double,2,0,,365,stayThrough,2,,,0,0,600000,0,0,1.0,,ffffff,True,property,0,3,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': ''},"[{'id': 1, 'name': '12', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 2, 'name': '13', 'statusText': '', 'statusColor': None, 'notes': ''}]","[['REFRIGERATOR'], ['SEPARATE_TOILET_AREA'], ['PRIVATE_BATHROOM'], ['ROOM_CONNECTING'], ['DESK'], ['TABLES_AND_CHAIRS'], ['LUXORY_LINEN'], ['TV'], ['COFFEE_MAKER'], ['MINIBAR'], ['CLOSETS_IN_ROOM'], ['TV_HD_32_PLUS'], ['BEDROOM', 'BED_DOUBLE'], ['BATHROOM', 'BATH_SHOWER', 'BATH_TOILET']]"
622210,179195,Deluxe Bungalow,double,3,0,,365,stayThrough,2,,,0,0,0,0,0,5.0,,ffffff,True,room,0,1,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': 'Unallocated'},"[{'id': 1, 'name': '20', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 2, 'name': '21', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 3, 'name': '22', 'statusText': '', 'statusColor': None, 'notes': ''}]",[]
416397,193394,Budget Double Room,double,5,0,,365,stayThrough,2,,,0,0,0,0,0,5.0,,ffffff,True,property,0,5,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': ''},"[{'id': 1, 'name': '05', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 2, 'name': '06', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 3, 'name': '07', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 4, 'name': '08', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 5, 'name': '12', 'statusText': '', 'statusColor': None, 'notes': ''}]","[['BEDROOM', 'BED_DOUBLE'], ['BATHROOM', 'BATH_SHOWER', 'BATH_TOILET']]"
416398,193394,Deluxe Double Room,double,3,0,,365,stayThrough,2,2.0,,0,0,0,0,0,5.0,,ffffff,True,property,0,5,"{'includeSubDependencies': False, 'combinationLogic': {'type': 'sumAllBookings'}, 'dependentRoomId1': None, 'dependentRoomId2': None, 'dependentRoomId3': None, 'dependentRoomId4': None, 'dependentRoomId5': None, 'dependentRoomId6': None, 'dependentRoomId7': None, 'dependentRoomId8': None, 'dependentRoomId9': None, 'dependentRoomId10': None, 'dependentRoomId11': None, 'dependentRoomId12': None, 'includeBookingsRoomId1': None, 'includeBookingsRoomId2': None, 'includeBookingsRoomId3': None, 'includeBookingsRoomId4': None, 'includeBookingsRoomId5': None, 'includeBookingsRoomId6': None, 'includeBookingsRoomId7': None, 'includeBookingsRoomId8': None, 'includeBookingsRoomId9': None, 'includeBookingsRoomId10': None, 'includeBookingsRoomId11': None, 'includeBookingsRoomId12': None, 'assignBookingsTo': {'type': 'thisRoom'}}","{'template1': '', 'template2': '', 'template3': '', 'template4': '', 'template5': '', 'template6': '', 'template7': '', 'template8': ''}",perBooking,{'name': ''},"[{'id': 1, 'name': '02', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 2, 'name': '03', 'statusText': '', 'statusColor': None, 'notes': ''}, {'id': 3, 'name': '04', 'statusText': '', 'statusColor': None, 'notes': ''}]","[['BEDROOM', 'BED_DOUBLE'], ['BATHROOM', 'BATH_SHOWER', 'BATH_TOILET']]"
